"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB0060201","trans,cis,cis,cis,cis-2,10,13,16,19-Docosapentaenoyl-CoA","HMDB0060201","131769877",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC\C=C\C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060202","2E,7Z,10Z,13Z,16Z-Docosapentaenoyl-CoA","HMDB0060202","131769878",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCC\C=C\C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060204","3-Oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA","HMDB0060204","131769880",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060205","3(S)-Hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA","HMDB0060205","131769881",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC[C@H](O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060206","3-Oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA","HMDB0060206","131769882",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060207","all-cis-10,13,16,19-Docosatetraenoyl-CoA","HMDB0060207","131769883",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060209","trans,cis,cis,cis-2,10,13,16-Docosatetraenoyl-CoA","HMDB0060209","131769885",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/CCCCCC\C=C\C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060210","3(S)-Hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA","HMDB0060210","131769886",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC[C@H](O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060211","3-Oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA","HMDB0060211","131769887",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060212","3(S)-Hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA","HMDB0060212","131769888",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCC[C@H](O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060213","cis,cis,cis-10,13,16-Docosatrienoyl-CoA","HMDB0060213","131769889",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060214","3(S)-Hydroxy-10,13,16-all-cis-docosatrienoyl-CoA","HMDB0060214","131769890",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/CCCCCC[C@H](O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060215","3-Oxodocosanoyl-CoA","HMDB0060215","25229584","52328",NA,NA,"CCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","1"
"HMDB0060216","3-Hydroxydocosanoyl-CoA","HMDB0060216","72193818","76459",NA,NA,"CCCCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","1"
"HMDB0060220","3-oxo-all-cis-6,9,12,15,18-Tetracosapentaenoyl-CoA","HMDB0060220","131769894",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060223","trans,cis,cis,cis,cis-2,12,15,18,21-Tetracosapentaenoyl-CoA","HMDB0060223","131769897",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCC\C=C\C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060226","3-Oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA","HMDB0060226","131769900",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060232","Tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA","HMDB0060232","131769902",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060233","all-cis-12,15,18,21-Tetracosatetraenoyl-CoA","HMDB0060233","131769904",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060234","3(S)-Hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA","HMDB0060234","131769905",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCC[C@H](O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060236","Deoxycholoyl-CoA","HMDB0060236","24820763","50111","C13482",NA,"C[C@H](CCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","1"
"HMDB0060238","3-Oxotetracosanoyl-CoA","HMDB0060238","25229583","52329",NA,NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","1"
"HMDB0060240","3-Hydroxytetracosanoyl-CoA","HMDB0060240","72193810","76463",NA,NA,"CCCCCCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","1"
"HMDB0060244","Phosphodimethylethanolamine","HMDB0060244","151438","31997","C13482",NA,"CN(C)CCOP(O)(O)=O","1"
"HMDB0060246","1-Pyrrolinium","HMDB0060246","79803","19092","C15668",NA,"C1CC=NC1","1"
"HMDB0060271","Diphosphoinositol tetrakisphosphate","HMDB0060271","890","17401","C01204","6941","OP(O)(=O)OC1C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1OP(O)(O)=O","1"
"HMDB0060275","N-[(E)-4-Ammoniobutylidene]propane-1,3-diaminium","HMDB0060275",NA,"48007","C15853",NA,"NCCC\C=N\CCCN","1"
"HMDB0060276","2-Phenylethanaminium","HMDB0060276","1001","18397","C05332",NA,"NCCC1=CC=CC=C1","1"
"HMDB0060285","4-oxo-nonenal","HMDB0060285","6445537","58972",NA,NA,"CCCCCC(=O)/C=C/C=O","1"
"HMDB0060286","3,4-Epoxynonanal","HMDB0060286","71328509",NA,NA,NA,"CCCCCC1OC1CC=O","1"
"HMDB0060287","4-hydroperoxynonenal","HMDB0060287","6435432",NA,NA,NA,"CCCCCC(/C=C/C=O)OO","1"
"HMDB0060288","N(8)-Acetylspermidinium","HMDB0060288","123689","27911","C01029","6535","CC(=O)NCCCCNCCCN","1"
"HMDB0060292","Hydrogen cyanide","HMDB0060292","768","18407","C01326",NA,"C#N","1"
"HMDB0060478","gamma-Glutamyl-beta-cyanoalanine","HMDB0060478","53297342","10565","C05711",NA,"N[C@@H](CCC(O)=N[C@@H](CC#N)C(O)=O)C(O)=O","1"
"HMDB0060485","L-Formylkynurenine","HMDB0060485","25202092","30249","C02700",NA,"N[C@@H](CC(=O)C1=CC=CC=C1NC=O)C(O)=O","1"
"HMDB0061636","3-hydroxydecanoyl carnitine","HMDB0061636","121454166",NA,NA,NA,"CCCCCCCC(O)CC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"HMDB0061638","3-hydroxydodecanoylcarnitine","HMDB0061638","71464535","73056",NA,NA,"CCCCCCCCCC(O)CC(=O)OC(CC(=O))C(C)(C)C","1"
"HMDB0061640","3-hydroxytetradecanoylcarnitine","HMDB0061640","71464541","73063",NA,NA,"CCCCCCCCCCCC(O)CC(=O)OC(CC(=O))C(C)(C)C","1"
"HMDB0061642","3-hydroxyhexadecanoyl carnitine","HMDB0061642","71464553","73070",NA,NA,"CCCCCCCCCCCCCC(O)CC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"HMDB0061717","Succinylcarnitine","HMDB0061717","131802075",NA,NA,NA,"C[N+](C)(C)C[C@@H](CC([O-])=O)OC(=O)CCC(O)=O","1"
"HMDB0061883","Caproate (6:0)","HMDB0061883","8892","30776","C01585","5520","CCCCCC(O)=O","1"
"HMDB0062202","(3S,8Z,11Z,14Z,17Z)-3-Hydroxyicosatetraenoyl-CoA","HMDB0062202",NA,NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","1"
"HMDB0062214","11Z-eicosenoyl-CoA","HMDB0062214","52922043",NA,NA,NA,"[H]\C(CCCCCCCC)=C(/[H])CCCCCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)C([H])(O)C1([H])OP(O)(O)=O","1"
"HMDB0062222","18R-hydroxy-5Z,8Z,11Z,14Z,16E-eicosapentaenoic acid","HMDB0062222","16061126","81563","C18177",NA,"[H]\C(CCCC(O)=O)=C(/[H])C\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])/C(/[H])=C(\[H])[C@]([H])(O)CC","1"
"HMDB0062226","(2E)-Docosenoyl-CoA","HMDB0062226","85517744","74692",NA,NA,"CCCCCCCCCCCCCCCCCCCC=CC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0062259","(S)-3-Hydroxybutyryl-CoA","HMDB0062259","439419",NA,"C01144",NA,"[H][C@@](C)(O)CC(=O)SCCN=C(O)CCN=C(O)C([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O","1"
"HMDB0062260","3S-hydroxydodecanoyl-CoA","HMDB0062260","16061157",NA,NA,NA,"[H][C@](O)(CCCCCCCCC)CC(=O)SCCN=C(O)CCN=C(O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)C([H])(O)[C@@]1([H])OP(O)(O)=O","1"
"HMDB0062293","15R-hydroxy-5Z,8Z,11Z,13E,17Z-eicosapentaenoic acid","HMDB0062293","52921892","91140",NA,NA,"[H]\C(CC)=C(/[H])C[C@@]([H])(O)C(\[H])=C(/[H])\C(\[H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CCCC(O)=O","1"
"HMDB0062295","15(R)-hydroperoxy-EPE","HMDB0062295","23830","42334",NA,NA,"OCCN1CCN(CCS(O)(=O)=O)CC1","1"
"HMDB0062296","15S-hydroxy-5Z,8Z,11Z,13E,17Z-eicosapentaenoic acid","HMDB0062296","5283192","88347",NA,NA,"[H]\C(CC)=C(/[H])C[C@]([H])(O)C(\[H])=C(/[H])\C(\[H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CCCC(O)=O","1"
"HMDB0062298","15-deoxy-PGD2","HMDB0062298","5283052",NA,NA,NA,"[H]\C(CCCC(O)=O)=C(/[H])C[C@]1([H])\C(=C(\[H])/C(/[H])=C(\[H])CCCCC)C(=O)C[C@]1([H])O","1"
"HMDB0062348","3,5-Dimethoxybenzaldehyde","HMDB0062348","81747",NA,NA,NA,"COC1=CC(C=O)=CC(OC)=C1","1"
"HMDB0062349","3'-carboxy-alpha-chromanol","HMDB0062349","92890",NA,NA,NA,"OC1CCOC2=CC=CC=C12","1"
"HMDB0062356","3'-monoiodo-L-thyronine","HMDB0062356","122056","30661",NA,NA,"N[C@@H](CC1=CC=C(OC2=CC(I)=C(O)C=C2)C=C1)C(O)=O","1"
"HMDB0062368","3-oxo-dodecanoyl-CoA","HMDB0062368","16061158","27868","C05263",NA,"CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC1O(n2cnc3c(N)ncnc32)C(O)1OP(=O)(O)O","1"
"HMDB0062369","3-Oxoeicosanoyl-CoA","HMDB0062369","70698755",NA,NA,NA,"[H][C@](O)(C(O)=NCCC(O)=NCCSC(=O)CC(=O)CCCCCCCCCCCCCCCCC)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)C([H])(O)C1([H])OP(O)(O)=O","1"
"HMDB0062371","3-Oxohexacosanoyl-CoA","HMDB0062371","74441046","73980",NA,NA,"CCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0062424","5-Phosphoribosyl-4-carboxy-5-aminoimidazole","HMDB0062424","1010","58564",NA,NA,"NC1=C(N=CN1C1OC(COP(O)(O)=O)C(O)C1O)C(O)=O","1"
"HMDB0062425","5-S-glutathionyl-L-DOPA","HMDB0062425","10791573",NA,NA,NA,"[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1=CC(C[C@]([H])(N)C(O)=O)=CC(O)=C1O)C(O)=NCC(O)=O)C(O)=O","1"
"HMDB0062466","(2E)-Butenoyl-CoA","HMDB0062466","592","57332",NA,NA,"CC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0062495","Î²-L-IdoA-(1â†’4)-Î±-D-GlcNAc3S-(1â†’4)-Î²-D-GlcA(1â†’3)-Î²-D-Gal(1â†’3)-Î²-D-Gal(1â†’4)-D-Xyl","HMDB0062495",NA,NA,NA,NA,"CC(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]4[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]5COC(O)[C@H](O)[C@H]5O)[C@@H]4O)[C@@H]3O)O[C@@H]2C(O)=O)O[C@H](CO)[C@@H](O[C@H]2O[C@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)[C@@H]1OS(O)(=O)=O","1"
"HMDB0062563","4-fumarylacetoacetate(2-)","HMDB0062563","122","18034",NA,NA,"OC(=O)CC(=O)CC(=O)C=CC(O)=O","1"
"HMDB0062571","3-dehydrosphinganinium(1+)","HMDB0062571","49852310","58299",NA,NA,"[H][C@]([NH3+])(CO)C(=O)CCCCCCCCCCCCCCC","1"
"HMDB0062572","3-hydroxypropanoyl-CoA(4-)","HMDB0062572","5119382","58528",NA,NA,"CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)C(O)C(O)=NCCC(O)=NCCSC(=O)CCO","1"
"HMDB0062575","5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium","HMDB0062575","153","58592",NA,NA,"NC1=CN=CN1C1OC(COP(O)(O)=O)C(O)C1O","1"
"HMDB0062576","5-phospho-beta-D-ribosylaminium(1-)","HMDB0062576","150","58681",NA,NA,"NC1OC(COP(O)(O)=O)C(O)C1O","1"
"HMDB0062578","Cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate","HMDB0062578","5280673","995","C04409","6165","N\C(C(O)=O)=C(\C=C/C=O)/C(O)=O","1"
"HMDB0062585","(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic Acid","HMDB0062585","11966267","6151","C04281",NA,"[H][C@@]1(O)C[C@]([H])(N=C1)C(O)=O","1"
"HMDB0062623","(6R)-5,10-methenyltetrahydrofolate","HMDB0062623","46878371","57455",NA,NA,"[H][C@@]12CN(C=[N+]1C1=C(NC2)N=C(N)NC1=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O","1"
"HMDB0062624","(R)-S-lactoylglutathionate(1-)","HMDB0062624","1083","57474",NA,NA,"CC(O)C(=O)SCC(N=C(O)CCC(N)C(O)=O)C(O)=NCC(O)=O","1"
"HMDB0062625","S-formylglutathionate(1-)","HMDB0062625","488","57688",NA,NA,"NC(CCC(O)=NC(CSC=O)C(O)=NCC(O)=O)C(O)=O","1"
"HMDB0062628","6-O-phosphonato-D-glucono-1,5-lactone(2-)","HMDB0062628","600","57955",NA,NA,"OC1C(O)C(COP(O)(O)=O)OC(=O)C1O","1"
"HMDB0062643","5-O-phosphonato-alpha-D-ribofuranosyl Diphosphate(5-)","HMDB0062643","1041","58017",NA,NA,"OC1C(O)C(OP(O)(=O)OP(O)(O)=O)OC1COP(O)(O)=O","1"
"HMDB0062647","S-methyl-5-thio-D-ribulose 1-phosphate(2-)","HMDB0062647","329",NA,"C04582",NA,"CSCC(O)C(O)C(=O)COP(O)(O)=O","1"
"HMDB0062692","O-phosphonato-L-homoserine(2-)","HMDB0062692","953","21969","C05702",NA,"NC(CCOP(O)(O)=O)C(O)=O","1"
"HMDB0062695","CMP-N-acetyl-beta-neuraminate(2-)","HMDB0062695","316",NA,NA,NA,"CC(O)=NC1C(O)CC(OP(O)(=O)OCC2OC(C(O)C2O)N2C=CC(=N)N=C2O)(OC1C(O)C(O)CO)C(O)=O","1"
"HMDB0062696","Pyridoxaminium(1+)","HMDB0062696","25245492","57761",NA,NA,"CC1=C(O)C(C[NH3+])=C(CO)C=N1","1"
"HMDB0062698","L-saccharopinate(1-)","HMDB0062698","160556","16927","C00449","383","N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O","1"
"HMDB0062700","(R)-4'-phosphonatopantothenate(3-)","HMDB0062700","131","15905","C03492","3427","CC(C)(COP(O)(O)=O)C(O)C(O)=NCCC(O)=O","1"
"HMDB0062702","N,N'-diacetylchitobiose","HMDB0062702","439544","28681","C01674",NA,"CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O","1"
"HMDB0062705","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0062707","2-phosphonato-D-glycerate(3-)","HMDB0062707","59","24344",NA,"5351","OCC(OP(O)(O)=O)C(O)=O","1"
"HMDB0062708","5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)","HMDB0062708","1011",NA,NA,NA,"NC(=O)C1=C(N=CO)N(C=N1)C1OC(COP(O)(O)=O)C(O)C1O","1"
"HMDB0062719","5-(2-carboxylatoethyl)-4-oxo-4,5-dihydro-1H-imidazol-5-ide","HMDB0062719","25243960",NA,NA,NA,"OC(=O)CCC1=C(O)NC=N1","1"
"HMDB0062724","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0062750","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0062752","Erythro-4-hydroxy-L-glutamate(1-)","HMDB0062752","5460078","16338","C03079","6586","NC(CC(O)C(O)=O)C(O)=O","1"
"HMDB0062754","Sedoheptulose 7-phosphate(2-)","HMDB0062754","46878379","57483","C05382",NA,"OCC(=O)C(O)C(O)C(O)C(O)COP(O)(O)=O","1"
"HMDB0062755","5'-xanthylate(2-)","HMDB0062755","1190",NA,NA,NA,"OC1C(COP(O)(O)=O)OC(C1O)N1C=NC2=C1N=C(O)N=C2O","1"
"HMDB0062756","Prostaglandin C1(1-)","HMDB0062756","3388728",NA,NA,NA,"CCCCCC(O)C=CC1=CCC(=O)C1CCCCCCC(O)=O","1"
"HMDB0062758","3-phosphonato-D-glyceroyl Phosphate(4-)","HMDB0062758","683",NA,"C00236",NA,"OC(COP(O)(O)=O)C(=O)OP(O)(O)=O","1"
"HMDB0062760","Uridine 5'-Diphospho-N-acetylgalactosamine","HMDB0062760","6419712",NA,"G10611","5293","CC(O)=NC1C(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=CC(O)=NC2=O)OC(CO)C(O)C1O","1"
"HMDB0062801","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB02815","LysoPC(18:1(9Z))","HMDB0002815","16081932",NA,"C04230","184","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10384","LysoPC(18:0)","HMDB0010384","497299",NA,"C04230",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"unknown","NA","NA","NA","NA","NA","NA","NA","0"
