metabs,BIGG,HMDB_comp,name,formula,formula_det,inchi,super_class,class,sub_class,CID
HMDB0001532,datp_n,HMDB0001532_n,Deoxyadenosine Triphosphate,C10H12N5O12P3,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[C@]1([H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H16N5O12P3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(25-7)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H,22,23)(H2,11,12,13)(H2,17,18,19)/p-4/t5-,6+,7+/m0/s1","Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,NA
HMDB0001532,datp_m,HMDB0001532_m,Deoxyadenosine Triphosphate,C10H12N5O12P3,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[C@]1([H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H16N5O12P3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(25-7)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H,22,23)(H2,11,12,13)(H2,17,18,19)/p-4/t5-,6+,7+/m0/s1","Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,NA
HMDB0001534,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,NA
HMDB0001545,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Pyridines and derivatives,Pyridine carboxaldehydes,1050
HMDB0001546,NA,NA,NA,NA,NA,NA,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine ribonucleotides,NA
HMDB0001551,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty aldehydes,984
HMDB0001552,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives,48
HMDB0001555,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Pyridines and derivatives,Pyridoxamines,1053
HMDB0001562,5fthf_c,HMDB0001562_c,5-Formyltetrahydrofolate,C20H21N7O7,[H]OC1=NC(=NC2=C1N(C([H])=O)C([H])(C([H])([H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)N([H])C([H])(C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])N2[H])N([H])[H],"InChI=1/C20H23N7O7/c21-20-25-16-15(18(32)26-20)27(9-28)12(8-23-16)7-22-11-3-1-10(2-4-11)17(31)24-13(19(33)34)5-6-14(29)30/h1-4,9,12-13,22H,5-8H2,(H,24,31)(H,29,30)(H,33,34)(H4,21,23,25,26,32)/p-2",Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,149436
HMDB0001562,5fthf_e,HMDB0001562_e,5-Formyltetrahydrofolate,C20H21N7O7,[H]OC1=NC(=NC2=C1N(C([H])=O)C([H])(C([H])([H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)N([H])C([H])(C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])N2[H])N([H])[H],"InChI=1/C20H23N7O7/c21-20-25-16-15(18(32)26-20)27(9-28)12(8-23-16)7-22-11-3-1-10(2-4-11)17(31)24-13(19(33)34)5-6-14(29)30/h1-4,9,12-13,22H,5-8H2,(H,24,31)(H,29,30)(H,33,34)(H4,21,23,25,26,32)/p-2",Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,149436
HMDB0001562,5fthf_m,HMDB0001562_m,5-Formyltetrahydrofolate,C20H21N7O7,[H]OC1=NC(=NC2=C1N(C([H])=O)C([H])(C([H])([H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)N([H])C([H])(C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])N2[H])N([H])[H],"InChI=1/C20H23N7O7/c21-20-25-16-15(18(32)26-20)27(9-28)12(8-23-16)7-22-11-3-1-10(2-4-11)17(31)24-13(19(33)34)5-6-14(29)30/h1-4,9,12-13,22H,5-8H2,(H,24,31)(H,29,30)(H,33,34)(H4,21,23,25,26,32)/p-2",Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,149436
HMDB0001564,cdpea_c,HMDB0001564_c,Cytidine-5'-Diphosphate-Ethanolamine,C11H19N4O11P2,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C([H])([H])[N+]([H])([H])[H])[C@@]1([H])O[H])N1C([H])=C([H])C(=NC1=O)N([H])[H],"InChI=1S/C11H20N4O11P2/c12-2-4-23-27(19,20)26-28(21,22)24-5-6-8(16)9(17)10(25-6)15-3-1-7(13)14-11(15)18/h1,3,6,8-10,16-17H,2,4-5,12H2,(H,19,20)(H,21,22)(H2,13,14,18)/p-1/t6-,8-,9-,10-/m1/s1","Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine ribonucleotides,NA
HMDB0001564,cdpea_e,HMDB0001564_e,Cytidine-5'-Diphosphate-Ethanolamine,C11H19N4O11P2,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C([H])([H])[N+]([H])([H])[H])[C@@]1([H])O[H])N1C([H])=C([H])C(=NC1=O)N([H])[H],"InChI=1S/C11H20N4O11P2/c12-2-4-23-27(19,20)26-28(21,22)24-5-6-8(16)9(17)10(25-6)15-3-1-7(13)14-11(15)18/h1,3,6,8-10,16-17H,2,4-5,12H2,(H,19,20)(H,21,22)(H2,13,14,18)/p-1/t6-,8-,9-,10-/m1/s1","Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine ribonucleotides,NA
HMDB0001565,cholp_l,HMDB0001565_l,Choline Phosphate,C5H13NO4P,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])OP([O-])([O-])=O,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p-1",Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,NA
HMDB0001565,cholp_e,HMDB0001565_e,Choline Phosphate,C5H13NO4P,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])OP([O-])([O-])=O,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p-1",Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,NA
HMDB0001565,cholp_n,HMDB0001565_n,Choline Phosphate,C5H13NO4P,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])OP([O-])([O-])=O,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p-1",Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,NA
HMDB0001565,cholp_c,HMDB0001565_c,Choline Phosphate,C5H13NO4P,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])OP([O-])([O-])=O,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p-1",Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,NA
HMDB0001565,cholp_g,HMDB0001565_g,Choline Phosphate,C5H13NO4P,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])OP([O-])([O-])=O,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p-1",Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,NA
HMDB0001586,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA
HMDB0001644,xylu_D_c,HMDB0001644_c,D-Xylulose,C5H10O5,[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H],"InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h3,5-8,10H,1-2H2/t3-,5+/m1/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,5289590
HMDB0001644,xylu_D_e,HMDB0001644_e,D-Xylulose,C5H10O5,[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H],"InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h3,5-8,10H,1-2H2/t3-,5+/m1/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,5289590
HMDB0001659,acetone_m,HMDB0001659_m,Acetone,C3H6O,[H]C([H])([H])C(=O)C([H])([H])[H],InChI=1S/C3H6O/c1-3(2)4/h1-2H3,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,180
HMDB0001659,acetone_e,HMDB0001659_e,Acetone,C3H6O,[H]C([H])([H])C(=O)C([H])([H])[H],InChI=1S/C3H6O/c1-3(2)4/h1-2H3,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,180
HMDB0001659,acetone_c,HMDB0001659_c,Acetone,C3H6O,[H]C([H])([H])C(=O)C([H])([H])[H],InChI=1S/C3H6O/c1-3(2)4/h1-2H3,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,180
HMDB0001830,prgstrn_e,HMDB0001830_e,Progesterone,C21H30O2,[H]C1=C2C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1=O,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,5994
HMDB0001830,prgstrn_c,HMDB0001830_c,Progesterone,C21H30O2,[H]C1=C2C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1=O,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,5994
HMDB0001830,prgstrn_r,HMDB0001830_r,Progesterone,C21H30O2,[H]C1=C2C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1=O,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,5994
HMDB0001846,thf_c,HMDB0001846_c,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,[H]OC1=NC(=NC2=C1N([H])C([H])(C([H])([H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)N([H])C([H])(C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])N2[H])N([H])[H],"InChI=1/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/p-2",Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA
HMDB0001846,thf_m,HMDB0001846_m,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,[H]OC1=NC(=NC2=C1N([H])C([H])(C([H])([H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)N([H])C([H])(C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])N2[H])N([H])[H],"InChI=1/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/p-2",Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA
HMDB0001846,thf_l,HMDB0001846_l,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,[H]OC1=NC(=NC2=C1N([H])C([H])(C([H])([H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)N([H])C([H])(C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])N2[H])N([H])[H],"InChI=1/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/p-2",Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA
HMDB0001846,thf_e,HMDB0001846_e,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,[H]OC1=NC(=NC2=C1N([H])C([H])(C([H])([H])N([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)N([H])C([H])(C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])N2[H])N([H])[H],"InChI=1/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/p-2",Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA
HMDB0001851,abt_e,HMDB0001851_e,L-Arabinitol,C5H12O5,[H]OC([H])([H])[C@]([H])(O[H])C([H])(O[H])[C@@]([H])(O[H])C([H])([H])O[H],"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4-/m0/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA
HMDB0001851,abt_c,HMDB0001851_c,L-Arabinitol,C5H12O5,[H]OC([H])([H])[C@]([H])(O[H])C([H])(O[H])[C@@]([H])(O[H])C([H])([H])O[H],"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4-/m0/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA
HMDB0001852,retn_n,HMDB0001852_n,All-Trans-Retinoate,C20H27O2,[H]/C(=C(/[H])\C(=C(/[H])C([O-])=O)\C([H])([H])[H])/C(/[H])=C(/C(/[H])=C(\[H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H],"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/p-1/b9-6+,12-11+,15-8+,16-14+",Lipids and lipid-like molecules,Prenol lipids,Retinoids,444795
HMDB0001852,retn_e,HMDB0001852_e,All-Trans-Retinoate,C20H27O2,[H]/C(=C(/[H])\C(=C(/[H])C([O-])=O)\C([H])([H])[H])/C(/[H])=C(/C(/[H])=C(\[H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H],"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/p-1/b9-6+,12-11+,15-8+,16-14+",Lipids and lipid-like molecules,Prenol lipids,Retinoids,444795
HMDB0001852,retn_c,HMDB0001852_c,All-Trans-Retinoate,C20H27O2,[H]/C(=C(/[H])\C(=C(/[H])C([O-])=O)\C([H])([H])[H])/C(/[H])=C(/C(/[H])=C(\[H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H],"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/p-1/b9-6+,12-11+,15-8+,16-14+",Lipids and lipid-like molecules,Prenol lipids,Retinoids,444795
HMDB0001852,retn_r,HMDB0001852_r,All-Trans-Retinoate,C20H27O2,[H]/C(=C(/[H])\C(=C(/[H])C([O-])=O)\C([H])([H])[H])/C(/[H])=C(/C(/[H])=C(\[H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H],"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/p-1/b9-6+,12-11+,15-8+,16-14+",Lipids and lipid-like molecules,Prenol lipids,Retinoids,444795
HMDB0001855,CE1918_c,HMDB0001855_c,5-Hydroxytryptophol,C10H11NO2,[H]OC1=C([H])C([H])=C2N([H])C([H])=C(C2=C1[H])C([H])([H])C([H])([H])O[H],"InChI=1S/C10H11NO2/c12-4-3-7-6-11-10-2-1-8(13)5-9(7)10/h1-2,5-6,11-13H,3-4H2",Organoheterocyclic compounds,Indoles and derivatives,Hydroxyindoles,9061
HMDB0001855,CE1918_e,HMDB0001855_e,5-Hydroxytryptophol,C10H11NO2,[H]OC1=C([H])C([H])=C2N([H])C([H])=C(C2=C1[H])C([H])([H])C([H])([H])O[H],"InChI=1S/C10H11NO2/c12-4-3-7-6-11-10-2-1-8(13)5-9(7)10/h1-2,5-6,11-13H,3-4H2",Organoheterocyclic compounds,Indoles and derivatives,Hydroxyindoles,9061
HMDB0001858,pcresol_e,HMDB0001858_e,P-Cresol,C7H7O,[H]C1=C([H])C(=C([H])C([H])=C1[O-])C([H])([H])[H],"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3/p-1",Benzenoids,Phenols,Cresols,2879
HMDB0001858,pcresol_c,HMDB0001858_c,P-Cresol,C7H7O,[H]C1=C([H])C(=C([H])C([H])=C1[O-])C([H])([H])[H],"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3/p-1",Benzenoids,Phenols,Cresols,2879
HMDB0001859,acmp_e,HMDB0001859_e,acetaminophen/paracetamol,C8H9NO2,unknown,unknown,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,1983
HMDB0001859,acmp_r,HMDB0001859_r,acetaminophen/paracetamol,C8H9NO2,unknown,unknown,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,1983
HMDB0001859,acmp_c,HMDB0001859_c,acetaminophen/paracetamol,C8H9NO2,unknown,unknown,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,1983
HMDB0001870,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,243
HMDB0001870,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,242
HMDB0001875,meoh_e,HMDB0001875_e,Methanol,CH4O1,[H]OC([H])([H])[H],"InChI=1S/CH4O/c1-2/h2H,1H3",Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,887
HMDB0001875,meoh_c,HMDB0001875_c,Methanol,CH4O1,[H]OC([H])([H])[H],"InChI=1S/CH4O/c1-2/h2H,1H3",Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,887
HMDB0001875,meoh_l,HMDB0001875_l,Methanol,CH4O1,[H]OC([H])([H])[H],"InChI=1S/CH4O/c1-2/h2H,1H3",Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,887
HMDB0001881,12ppd_R_c,HMDB0001881_c,"(R)-Propane-1,2-Diol",C3H8O2,[H]OC([H])([H])C([H])(O[H])C([H])([H])[H],"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA
HMDB0001881,12ppd_R_e,HMDB0001881_e,"(R)-Propane-1,2-Diol",C3H8O2,[H]OC([H])([H])C([H])(O[H])C([H])([H])[H],"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA
HMDB0001890,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",12035
HMDB0001893,avite1_c,HMDB0001893_c,(+)-Alpha-Tocopherol,C29H50O2,[H]OC1=C(C(=C2O[C@](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"InChI=1S/C29H50O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h20-22,30H,9-19H2,1-8H3/t21-,22-,29-/m1/s1",Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,14985
HMDB0001893,avite1_e,HMDB0001893_e,(+)-Alpha-Tocopherol,C29H50O2,[H]OC1=C(C(=C2O[C@](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"InChI=1S/C29H50O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h20-22,30H,9-19H2,1-8H3/t21-,22-,29-/m1/s1",Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,14985
HMDB0001896,CE6205_c,HMDB0001896_c,5-Methoxytryptophol,C11H13NO2,[H]OC([H])([H])C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C12,"InChI=1S/C11H13NO2/c1-14-9-2-3-11-10(6-9)8(4-5-13)7-12-11/h2-3,6-7,12-13H,4-5H2,1H3",Organoheterocyclic compounds,Indoles and derivatives,Indoles,12835
HMDB0001896,CE6205_e,HMDB0001896_e,5-Methoxytryptophol,C11H13NO2,[H]OC([H])([H])C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C12,"InChI=1S/C11H13NO2/c1-14-9-2-3-11-10(6-9)8(4-5-13)7-12-11/h2-3,6-7,12-13H,4-5H2,1H3",Organoheterocyclic compounds,Indoles and derivatives,Indoles,12835
HMDB0001903,1a25dhvitd3_m,HMDB0001903_m,Calcitriol,C27H44O3,[H]O[C@]1([H])C(=C([H])[H])\C(=C(\[H])/C(/[H])=C2\C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives,5280453
HMDB0001903,1a25dhvitd3_c,HMDB0001903_c,Calcitriol,C27H44O3,[H]O[C@]1([H])C(=C([H])[H])\C(=C(\[H])/C(/[H])=C2\C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives,5280453
HMDB0001903,1a25dhvitd3_e,HMDB0001903_e,Calcitriol,C27H44O3,[H]O[C@]1([H])C(=C([H])[H])\C(=C(\[H])/C(/[H])=C2\C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives,5280453
HMDB0001903,1a25dhvitd3_n,HMDB0001903_n,Calcitriol,C27H44O3,[H]O[C@]1([H])C(=C([H])[H])\C(=C(\[H])/C(/[H])=C2\C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives,5280453
